{ Units, Wavelength Units } SI Microns
{ Thickness } 5.765
{ Conductivity } 0.9687693
{ IR Transmittance } TIR=0
{ Emissivity, front back } Emis= 0.87 0.84
{ }
{ Ef_Source: Text File }
{ Eb_Source: Material }
{ IGDB_Checksum: 0 }
{ Product Name:   }
{ Manufacturer: User }
{ NFRC ID: 30005 }
{ Type: Applied Film }
{ Material: N/A }
{ Coating Name: PR 40 EXT }
{ Coated Side: Front }
{ Substrate Filename: CLEAR_6.DAT }
{ Appearance:   }
{ Acceptance: # }
{ Uses:  }
{ Availability:   }
{ Structure:  }
0.300    0.0000    0.0451    0.0470
0.305    0.0000    0.0457    0.0470
0.310    0.0000    0.0459    0.0470
0.315    0.0000    0.0450    0.0460
0.320    0.0000    0.0429    0.0460
0.325    0.0000    0.0430    0.0448
0.330    0.0000    0.0428    0.0438
0.335    0.0000    0.0430    0.0448
0.340    0.0000    0.0430    0.0455
0.345    0.0000    0.0433    0.0459
0.350    0.0000    0.0435    0.0462
0.355    0.0000    0.0440    0.0460
0.360    0.0000    0.0442    0.0462
0.365    0.0000    0.0443    0.0459
0.370    0.0000    0.0442    0.0460
0.375    0.0000    0.0442    0.0461
0.380    0.0000    0.0461    0.0460
0.385    0.0018    0.0531    0.0456
0.390    0.0163    0.0621    0.0456
0.395    0.0572    0.0736    0.0455
0.400    0.1206    0.0868    0.0479
0.405    0.1881    0.0900    0.0503
0.410    0.2440    0.0864    0.0515
0.415    0.2811    0.0844    0.0526
0.420    0.3053    0.0783    0.0529
0.425    0.3229    0.0715    0.0523
0.430    0.3346    0.0691    0.0523
0.435    0.3425    0.0671    0.0525
0.440    0.3508    0.0662    0.0523
0.445    0.3555    0.0763    0.0539
0.450    0.3560    0.0885    0.0560
0.455    0.3592    0.0884    0.0558
0.460    0.3682    0.0817    0.0552
0.465    0.3754    0.0753    0.0547
0.470    0.3813    0.0709    0.0537
0.475    0.3870    0.0661    0.0532
0.480    0.3911    0.0666    0.0535
0.485    0.3950    0.0644    0.0533
0.490    0.4000    0.0614    0.0527
0.495    0.4015    0.0616    0.0524
0.500    0.4061    0.0585    0.0522
0.505    0.4081    0.0578    0.0524
0.510    0.4102    0.0584    0.0527
0.515    0.4123    0.0592    0.0524
0.520    0.4143    0.0571    0.0519
0.525    0.4176    0.0562    0.0522
0.530    0.4180    0.0583    0.0528
0.535    0.4183    0.0593    0.0527
0.540    0.4193    0.0631    0.0526
0.545    0.4194    0.0591    0.0521
0.550    0.4231    0.0532    0.0514
0.555    0.4245    0.0537    0.0519
0.560    0.4231    0.0547    0.0521
0.565    0.4235    0.0558    0.0515
0.570    0.4233    0.0563    0.0513
0.575    0.4227    0.0557    0.0515
0.580    0.4236    0.0521    0.0517
0.585    0.4232    0.0541    0.0516
0.590    0.4223    0.0530    0.0510
0.595    0.4226    0.0498    0.0504
0.600    0.4207    0.0530    0.0510
0.605    0.4199    0.0518    0.0508
