{ Units, Wavelength Units } SI Microns
{ Thickness } 5.767
{ Conductivity } 0.9675715
{ IR Transmittance } TIR=0
{ Emissivity, front back } Emis= 0.84 0.78
{ }
{ Ef_Source: Material }
{ Eb_Source: Text File }
{ IGDB_Checksum: 0 }
{ Product Name:  }
{ Manufacturer: User }
{ NFRC ID: 30001 }
{ Type: Applied Film }
{ Material: N/A }
{ Coating Name: PR 50 }
{ Coated Side: Back }
{ Substrate Filename: CLEAR_6.DAT }
{ Appearance:  }
{ Acceptance: # }
{ Uses:  }
{ Availability:   }
{ Structure:  }
0.300    0.0000    0.0470    0.0700
0.305    0.0000    0.0470    0.0700
0.310    0.0000    0.0470    0.0700
0.315    0.0000    0.0460    0.0800
0.320    0.0000    0.0460    0.1100
0.325    0.0000    0.0448    0.1300
0.330    0.0000    0.0438    0.1500
0.335    0.0000    0.0448    0.1600
0.340    0.0000    0.0455    0.1900
0.345    0.0000    0.0459    0.2000
0.350    0.0000    0.0462    0.2100
0.355    0.0000    0.0461    0.2200
0.360    0.0000    0.0462    0.2300
0.365    0.0000    0.0459    0.2100
0.370    0.0000    0.0461    0.2100
0.375    0.0000    0.0461    0.2200
0.380    0.0000    0.0460    0.2100
0.385    0.0000    0.0456    0.2500
0.390    0.0000    0.0675    0.2700
0.395    0.0190    0.1406    0.2800
0.400    0.1913    0.1421    0.1699
0.410    0.3826    0.0782    0.0796
0.420    0.4293    0.0784    0.0795
0.430    0.4481    0.0780    0.0793
0.440    0.4671    0.0691    0.0694
0.450    0.4610    0.0877    0.0795
0.460    0.4644    0.1350    0.0796
0.470    0.4757    0.1165    0.0896
0.480    0.4673    0.1363    0.0798
0.490    0.4675    0.1359    0.0997
0.500    0.4875    0.1170    0.0897
0.510    0.4880    0.0888    0.0697
0.520    0.4976    0.0984    0.0897
0.530    0.5067    0.0700    0.0798
0.540    0.5059    0.0791    0.0697
0.550    0.5144    0.0697    0.0697
0.560    0.5030    0.0697    0.0597
0.570    0.4909    0.0970    0.0594
0.580    0.4894    0.0784    0.0594
0.590    0.5056    0.0594    0.0692
0.600    0.5028    0.0595    0.0591
0.610    0.4992    0.0589    0.0688
0.620    0.4955    0.0584    0.0686
0.630    0.4829    0.0584    0.0686
0.640    0.4795    0.0579    0.0584
0.650    0.4754    0.0658    0.0581
0.660    0.4715    0.0575    0.0580
0.670    0.4675    0.0570    0.0678
0.680    0.4629    0.0486    0.0575
0.690    0.4497    0.0488    0.0575
0.700    0.4452    0.0484    0.0572
0.710    0.4405    0.0556    0.0571
0.720    0.4276    0.0559    0.0672
0.730    0.4226    0.0483    0.0570
0.740    0.4180    0.0551    0.0568
0.750    0.4137    0.0485    0.0568
0.760    0.4088    0.0548    0.0565
0.770    0.3962    0.0543    0.0565
0.780    0.3921    0.0543    0.0564
0.790    0.3802    0.0537    0.0664
0.800    0.3768    0.0476    0.0462
0.810    0.3730    0.0533    0.0561
0.820    0.3627    0.0593    0.0562
0.830    0.3585    0.0527    0.0459
0.840    0.3408    0.0987    0.0763
0.850    0.3058    0.2032    0.1268
0.860    0.1701    0.3851    0.2491
0.870    0.0658    0.5000    0.2199
0.880    0.0362    0.5290    0.2500
0.890    0.0216    0.5405    0.2700
0.900    0.0144    0.5349    0.2500
0.910    0.0143    0.5306    0.2500
0.920    0.0213    0.4947    0.2400
0.930    0.0282    0.4732    0.2200
0.940    0.0281    0.5019    0.2200
0.950    0.0000    0.5076    0.2300
0.960    0.0069    0.4971    0.2300
0.970    0.0139    0.5069    0.2100
0.980    0.0069    0.5027    0.2000
0.990    0.0069    0.5001    0.1900
1.000    0.0069    0.4957    0.2100
1.050    0.0207    0.4493    0.1400
1.100    0.0274    0.4903    0.1700
1.150    0.0069    0.4802    0.0400
1.200    0.1488    0.0549    0.0491
1.250    0.1289    0.0491    0.0392
1.300    0.1022    0.0664    0.0396
1.350    0.0893    0.0397    0.0297
1.400    0.0685    0.0398    0.0298
1.450    0.0547    0.0451    0.0199
1.500    0.0402    0.0395    0.0300
1.550    0.0245    0.0590    0.0300
1.600    0.0167    0.0466    0.0300
1.650    0.0168    0.0394    0.0300
1.700    0.0000    0.0458    0.0300
1.750    0.0084    0.0393    0.0300
1.800    0.0000    0.0534    0.0400
1.850    0.0000    0.0606    0.0400
1.900    0.0000    0.0447    0.0500
1.950    0.0000    0.0535    0.0500
2.000    0.0084    0.0535    0.0600
2.050    0.0000    0.0388    0.0300
2.100    0.0084    0.0388    0.0500
2.150    0.0084    0.0681    0.0900
2.200    0.0082    0.0469    0.0500
2.250    0.0164    0.0401    0.0900
2.300    0.0331    0.0748    0.0900
2.350    0.0000    0.0398    0.0000
2.400    0.0248    0.0810    0.1400
2.450    0.0164    0.0401    0.0600
2.500    0.0162    0.1318    0.0700

